,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,model
0,0.9472575041294071,0.23681437603235178,0.25,0.24322861822861824,0.942876965772433,0.23571924144310824,0.25,0.24264968456136174,RF
1,0.9087543429970951,0.24963438859236087,0.2726755654211927,0.2561818000635918,0.906567992599445,0.24605266207727788,0.2662593754437602,0.25224711849589737,LR
2,0.9124565700290482,0.2862131620796078,0.27944502779637737,0.2823332510287679,0.9054116558741906,0.2687060617562262,0.2655718043956337,0.26677187486380816,MLP
3,1.0,1.0,1.0,1.0,0.9442645698427382,0.3840794812939452,0.30408786080736094,0.32394419911649874,XGB
